channels_to_turn_off,seed,validation-roc-auc,validation-pr-auc,test-roc-auc,test-pr-auc
6,510,0.9895226710362751,0.9039239232174856,0.9852658549792739,0.8904090936146366
6,365,0.9887921281535523,0.9007735488384233,0.9862364081983822,0.9056718106736004
6,382,0.9892689440752923,0.9032600200917551,0.9859795059310538,0.8841773882931927
6,322,0.9894558069728909,0.9034539661626092,0.9868511925314194,0.8923777654620062
6,988,0.9885773249412833,0.8988823892689236,0.9859976943700745,0.8793543367336868
6,98,0.9892237578422564,0.904364041672678,0.9852639682117408,0.9009759664389873
6,742,0.988962756764868,0.9043200252402349,0.9856670572275461,0.8937523464743914
6,17,0.9895322574545843,0.901132603726972,0.9863276522762907,0.8903153848731903
6,595,0.9900892813486115,0.8987759959301057,0.9848235211987766,0.8921776576310808
6,106,0.9892971734277008,0.9007407587238542,0.9873720158413003,0.8978676170832017
6,123,0.9890078948249479,0.8920479129736648,0.9879085370570577,0.8858623077304254
6,569,0.988647079382047,0.9000002770250807,0.9852076670685481,0.8928284264206154
6,214,0.9898770794759842,0.9043577833651615,0.9855440399843776,0.8939279444630739
6,737,0.9894841326712122,0.8977153443027441,0.9853843439803625,0.8731546108878312
6,96,0.9890066905010395,0.901272731502792,0.9863558405832376,0.8870278020695705
7,510,0.987885127731798,0.8815450325006363,0.9873978268211553,0.8859909029624393
7,365,0.9876469124627532,0.8845904212098746,0.9854500789612213,0.8801486212791569
7,382,0.9883636778799659,0.8908351915105411,0.9861586733760122,0.8848797613147067
7,322,0.9883749985247031,0.8892563367463149,0.9869508138571753,0.8767704605345842
7,988,0.987343952740403,0.8796888739993604,0.9844486582252685,0.8629917185222182
7,98,0.9879922403001946,0.8883692428349139,0.9861452395911751,0.8671514995275352
7,742,0.9883792859178164,0.8915385205170224,0.9843255655113989,0.8770532884127629
7,17,0.9883864636883094,0.8896741353034603,0.984357338676659,0.8805310483614373
7,595,0.9889348646231538,0.8902949173333099,0.9868651546111655,0.8849916723699099
7,106,0.9881916522529166,0.884317809533491,0.9867919480308749,0.8720168555784508
7,123,0.9887981979460496,0.8895429464513025,0.9863296145145253,0.8806799609804477
7,569,0.9877281802400796,0.8855387028905078,0.9859909774776558,0.8690425047765313
7,214,0.9882612140018551,0.8861228066349152,0.9865830451295928,0.8701256497744527
7,737,0.9876537048495956,0.8897222386512152,0.9867327790010321,0.863039986127178
7,96,0.9878222138508329,0.8907369957636474,0.986244672240178,0.8763776027436584
8,510,0.9874471873858149,0.8798965926368348,0.9850994420828403,0.8742494191742479
8,365,0.9872423800619841,0.8782750422693033,0.9833358427341525,0.8755203393554964
8,382,0.9877403679980307,0.8797096493885349,0.9861524847785029,0.8855251903211729
8,322,0.9874457421971252,0.8810105971903066,0.9853623820062755,0.8724580053487773
8,988,0.9876872332272003,0.8763575931096529,0.9854125700226601,0.8685720952569349
8,98,0.9876551982112418,0.8708195473086868,0.9847585786602817,0.848029450153859
8,742,0.9881428530481557,0.8832909760182356,0.9848954447771444,0.8672920734852037
8,17,0.9865647069988321,0.8763363320731036,0.9844596014769615,0.8619570627569157
8,595,0.9868675462887915,0.8756185365717841,0.985733773327522,0.8822661996004353
8,106,0.9879419236473094,0.8760593860648322,0.9849336329520174,0.8676726605039106
8,123,0.9870509407335345,0.8814984278566149,0.9852834396526838,0.8797744492705135
8,569,0.9862623253519577,0.8732958277874773,0.9848515962996716,0.8586051254966256
8,214,0.988334051511824,0.880676342921702,0.9857567164207266,0.8694895216411014
8,737,0.987450848530496,0.8733980284168598,0.9858104515600736,0.8785948523899619
8,96,0.9867338422485018,0.8781164005072767,0.9843859420724632,0.874535758775621
9,510,0.9861961838829185,0.8628233612095452,0.9834028229815832,0.8527810268287601
9,365,0.9859160581418678,0.8523649327587006,0.9835334250302354,0.8668931940636636
9,382,0.9860618295077183,0.8566495344414965,0.9821223493274617,0.8621937449828065
9,322,0.9852397580079711,0.8472963077681456,0.9827935102743924,0.8521149942919427
9,988,0.984736832343901,0.8538543412049099,0.983479916302992,0.8526159650774133
9,98,0.9848830854393146,0.8501427644008157,0.9828019629929414,0.8565803334916068
9,742,0.9861435790146076,0.8502997816951812,0.9824711749090107,0.8572730819068555
9,17,0.9847408306992762,0.8503596238702649,0.9840792291422565,0.8566090692178897
9,595,0.9863471097550959,0.8563870165914884,0.983781421754807,0.857063594406183
9,106,0.9849921490124424,0.8547099577531498,0.9833603707120849,0.8580920804363155
9,123,0.9849625226443003,0.8551926084578123,0.9824114775842584,0.8599014293166438
9,569,0.9842982657494856,0.8545817001699277,0.9825307212923603,0.8482523133502705
9,214,0.9862253766944536,0.85987012398219,0.983620140866064,0.8580731613046807
9,737,0.9861743615337017,0.8578864732112359,0.9838424020814819,0.8669784203620612
9,96,0.984848545429627,0.8582478609338221,0.982148235778018,0.8645482259594738
10,510,0.9828889659120934,0.8116009159767907,0.9803447878990277,0.8315626812132291
10,365,0.9821906507371547,0.8264230494388268,0.9791097098717563,0.835676998405115
10,382,0.9821002782710824,0.8304022398593237,0.9789120521049721,0.8327071089215651
10,322,0.9819555185373149,0.8191538306373937,0.9799053597405317,0.8264016049916576
10,988,0.9809501971116942,0.8251224815371129,0.9818375983713423,0.8233422940672229
10,98,0.9823285217381668,0.8193405220830353,0.980540860781084,0.824226625105238
10,742,0.9817292019884833,0.8282609361938728,0.9793848760488068,0.8348551501617285
10,17,0.9815317410404926,0.8292648484563291,0.9827716992417082,0.8442195453564769
10,595,0.9834103177319593,0.8277986321129331,0.9800957345846375,0.8314976869282498
10,106,0.982197900767082,0.8267970462672196,0.9803875043159807,0.835409718766982
10,123,0.9794977824783877,0.8004312834503332,0.9814693768195514,0.7914144895507209
10,569,0.9827019103226697,0.8368618639220475,0.9805905205025592,0.8311563488550292
10,214,0.9816472597897682,0.8168153038868536,0.9792922734982747,0.8226385506230383
10,737,0.9824552647862673,0.8282210250129132,0.9811890786348105,0.8254149333471709
10,96,0.981734717791983,0.8262518426948897,0.9798636621780468,0.835952070819981
11,510,0.9693961544010694,0.7068687059646376,0.9670340957760934,0.7211994917725743
11,365,0.9672351878396043,0.7092971691752051,0.9659048276720873,0.712586527283328
11,382,0.9694309352755385,0.7267485692391031,0.9667997592484626,0.7317508084811223
11,322,0.968566567920135,0.7023900514197732,0.9653058167156282,0.7126623432051523
11,988,0.9675265619659577,0.6980730066435157,0.9671057929423573,0.7330215289860074
11,98,0.9670621746669504,0.6943844468172483,0.9637917235055385,0.6986598433187403
11,742,0.96791425791849,0.6920702635001545,0.9656683779648194,0.7223083103425073
